Symbol,Date,Close,Volume,MA10,MA20,MA50,Price_change_in_day,Price_change_in_week,Price_change_in_month,Price_change_in_6mongth,Price_change_in_year
NVL,2022-11-02,69200,167850,73145.45,74990.48,80088.24,-1.14,-7.11,-18.49,-15.61,-16.14
NVL,2022-11-02,69200,167850,72618.18,74380.95,79841.18,0.0,-6.36,-15.61,-14.04,-13.83
NVL,2022-11-02,69200,167850,72618.18,74380.95,79841.18,-1.14,-7.11,-18.49,-15.61,-16.14
VHM,2022-11-02,44900,226310,45859.09,48978.57,54246.08,0.0,2.05,-10.91,-28.35,-44.26
VHM,2022-11-02,44900,226310,45859.09,48978.57,54246.08,-0.22,3.22,-11.44,-28.91,-45.63
VHM,2022-11-02,44900,226310,45395.45,48554.76,53961.76,0.0,2.05,-10.91,-28.35,-44.26
VHM,2022-11-02,44900,226310,45395.45,48554.76,53961.76,-0.22,3.22,-11.44,-28.91,-45.63
POW,2022-11-02,10200,614510,10331.82,10633.33,12362.75,0.0,-1.92,-11.3,-27.4,-19.05
POW,2022-11-02,10200,614510,10331.82,10633.33,12362.75,-1.45,2.0,-17.41,-22.43,-20.62
POW,2022-11-02,10200,614510,10259.09,10542.86,12295.1,0.0,-1.92,-11.3,-27.4,-19.05
POW,2022-11-02,10200,614510,10259.09,10542.86,12295.1,-1.45,2.0,-17.41,-22.43,-20.62
SAB,2022-11-02,183500,16490,186954.55,186814.29,187258.82,0.0,-2.34,0.71,12.23,8.66
SAB,2022-11-02,183500,16490,186954.55,186814.29,187258.82,-0.05,-1.4,-0.81,13.2,13.53
SAB,2022-11-02,183500,16490,186281.82,186552.38,187052.94,0.0,-2.34,0.71,12.23,8.66
SAB,2022-11-02,183500,16490,186281.82,186552.38,187052.94,-0.05,-1.4,-0.81,13.2,13.53
FPT,2022-11-02,74000,97820,74654.55,74438.1,79692.2,0.0,-2.37,-3.9,-14.04,-6.52
FPT,2022-11-02,74000,97820,74654.55,74438.1,79692.2,-1.99,0.27,-8.07,-14.44,-6.52
FPT,2022-11-02,74000,97820,74518.18,74228.57,79460.78,0.0,-2.37,-3.9,-14.04,-6.52
FPT,2022-11-02,74000,97820,74518.18,74228.57,79460.78,-1.99,0.27,-8.07,-14.44,-6.52
HPG,2022-11-02,15350,4011120,16727.27,17638.1,20681.37,0.0,-11.78,-22.28,-51.71,-63.52
HPG,2022-11-02,15350,4011120,16727.27,17638.1,20681.37,2.33,-9.17,-27.59,-53.16,-63.45
HPG,2022-11-02,15350,4011120,16450.0,17454.76,20524.51,0.0,-11.78,-22.28,-51.71,-63.52
HPG,2022-11-02,15350,4011120,16450.0,17454.76,20524.51,2.33,-9.17,-27.59,-53.16,-63.45
MBB,2022-11-02,17900,1020850,17081.82,17278.57,20021.57,0.0,2.29,-4.28,-25.67,-26.31
MBB,2022-11-02,17900,1020850,17081.82,17278.57,20021.57,-0.56,9.15,-10.5,-27.92,-24.36
MBB,2022-11-02,17900,1020850,17118.18,17216.67,19919.61,0.0,2.29,-4.28,-25.67,-26.31
MBB,2022-11-02,17900,1020850,17118.18,17216.67,19919.61,-0.56,9.15,-10.5,-27.92,-24.36
VIB,2022-11-02,20700,963750,19704.55,19885.71,22000.98,0.0,4.02,-2.13,-30.83,-27.79
VIB,2022-11-02,20700,963750,19704.55,19885.71,22000.98,2.73,8.66,-5.91,-35.01,-25.38
VIB,2022-11-02,20700,963750,19731.82,19850.0,21916.67,0.0,4.02,-2.13,-30.83,-27.79
VIB,2022-11-02,20700,963750,19731.82,19850.0,21916.67,2.73,8.66,-5.91,-35.01,-25.38
STB,2022-11-02,16900,1912340,16118.0,16773.71,20332.31,0.0,5.3,-11.98,-36.82,-39.43
STB,2022-11-02,16900,1912340,16118.0,16773.71,20332.31,0.0,12.67,-17.96,-38.99,-36.59
STB,2022-11-02,16900,1912340,16081.64,16661.81,20179.37,0.0,5.3,-11.98,-36.82,-39.43
STB,2022-11-02,16900,1912340,16081.64,16661.81,20179.37,0.0,12.67,-17.96,-38.99,-36.59
BID,2022-11-02,33700,132520,32918.18,32095.24,34623.53,0.0,-0.59,6.81,-9.53,-1.09
BID,2022-11-02,33700,132520,32918.18,32095.24,34623.53,-1.03,6.31,-0.59,-9.53,1.51
BID,2022-11-02,33700,132520,32981.82,32185.71,34530.39,0.0,-0.59,6.81,-9.53,-1.09
BID,2022-11-02,33700,132520,32981.82,32185.71,34530.39,-1.03,6.31,-0.59,-9.53,1.51
VCB,2022-11-02,73600,125510,70763.64,68876.19,74649.02,0.0,2.65,4.25,-7.88,-3.68
VCB,2022-11-02,73600,125510,70763.64,68876.19,74649.02,-1.87,5.14,0.55,-9.02,-2.89
VCB,2022-11-02,73600,125510,71281.82,68976.19,74523.53,0.0,2.65,4.25,-7.88,-3.68
VCB,2022-11-02,73600,125510,71281.82,68976.19,74523.53,-1.87,5.14,0.55,-9.02,-2.89
GAS,2022-11-02,110000,58410,109063.64,108333.33,110784.31,0.0,0.0,2.8,4.63,-5.83
GAS,2022-11-02,110000,58410,109063.64,108333.33,110784.31,0.0,1.85,0.0,6.6,-7.07
GAS,2022-11-02,110000,58410,109145.45,108476.19,110688.24,0.0,0.0,2.8,4.63,-5.83
GAS,2022-11-02,110000,58410,109145.45,108476.19,110688.24,0.0,1.85,0.0,6.6,-7.07
VNM,2022-11-02,78300,183050,77327.27,74890.48,75027.45,0.0,-0.25,10.28,11.72,-6.64
VNM,2022-11-02,78300,183050,77327.27,74890.48,75027.45,-2.37,3.03,8.3,9.16,-7.68
VNM,2022-11-02,78300,183050,77481.82,75209.52,75117.65,0.0,-0.25,10.28,11.72,-6.64
VNM,2022-11-02,78300,183050,77481.82,75209.52,75117.65,-2.37,3.03,8.3,9.16,-7.68
SSI,2022-11-02,16500,1591000,16159.09,16792.86,19807.84,0.0,4.1,-10.57,-41.97,-55.47
SSI,2022-11-02,16500,1591000,16159.09,16792.86,19807.84,-2.65,11.11,-16.67,-44.65,-56.15
SSI,2022-11-02,16500,1591000,16054.55,16690.48,19647.06,0.0,4.1,-10.57,-41.97,-55.47
SSI,2022-11-02,16500,1591000,16054.55,16690.48,19647.06,-2.65,11.11,-16.67,-44.65,-56.15
BVH,2022-11-02,52000,63630,51122.73,50340.48,53677.45,0.0,-1.89,4.42,-17.46,-16.94
BVH,2022-11-02,52000,63630,51122.73,50340.48,53677.45,-1.89,1.56,-2.8,-16.26,-18.61
BVH,2022-11-02,52000,63630,51195.45,50407.14,53579.41,0.0,-1.89,4.42,-17.46,-16.94
BVH,2022-11-02,52000,63630,51195.45,50407.14,53579.41,-1.89,1.56,-2.8,-16.26,-18.61
TCB,2022-11-02,25200,544230,23581.82,24878.57,31532.35,0.0,10.28,-16.69,-40.0,-53.07
TCB,2022-11-02,25200,544230,23581.82,24878.57,31532.35,-1.75,17.76,-22.46,-42.73,-51.16
TCB,2022-11-02,25200,544230,23581.82,24626.19,31267.65,0.0,10.28,-16.69,-40.0,-53.07
TCB,2022-11-02,25200,544230,23581.82,24626.19,31267.65,-1.75,17.76,-22.46,-42.73,-51.16
MWG,2022-11-02,48000,431520,52954.55,55338.1,63762.75,0.0,-9.94,-19.46,-35.37,-24.98
MWG,2022-11-02,48000,431520,52954.55,55338.1,63762.75,-4.19,-7.51,-25.0,-35.24,-25.04
MWG,2022-11-02,48000,431520,51954.55,54661.9,63400.0,0.0,-9.94,-19.46,-35.37,-24.98
MWG,2022-11-02,48000,431520,51954.55,54661.9,63400.0,-4.19,-7.51,-25.0,-35.24,-25.04
VPB,2022-11-02,17500,2150790,16163.64,16066.67,18277.65,0.0,5.74,2.94,-26.67,-31.64
VPB,2022-11-02,17500,2150790,16163.64,16066.67,18277.65,1.74,12.54,-2.78,-28.47,-30.09
VPB,2022-11-02,17500,2150790,16304.55,16090.48,18212.29,0.0,5.74,2.94,-26.67,-31.64
VPB,2022-11-02,17500,2150790,16304.55,16090.48,18212.29,1.74,12.54,-2.78,-28.47,-30.09
PDR,2022-11-02,41800,300090,45845.45,47650.0,50795.1,0.0,-7.93,-18.04,-32.03,-39.07
PDR,2022-11-02,41800,300090,45845.45,47650.0,50795.1,-1.42,-8.13,-18.2,-32.69,-40.22
PDR,2022-11-02,41800,300090,45145.45,47197.62,50514.71,0.0,-7.93,-18.04,-32.03,-39.07
PDR,2022-11-02,41800,300090,45145.45,47197.62,50514.71,-1.42,-8.13,-18.2,-32.69,-40.22
PLX,2022-11-02,29300,57920,29845.45,31392.86,35929.41,0.0,0.69,-9.43,-39.77,-44.72
PLX,2022-11-02,29300,57920,29845.45,31392.86,35929.41,0.69,5.59,-10.94,-38.96,-46.04
PLX,2022-11-02,29300,57920,29486.36,31216.67,35673.53,0.0,0.69,-9.43,-39.77,-44.72
PLX,2022-11-02,29300,57920,29486.36,31216.67,35673.53,0.69,5.59,-10.94,-38.96,-46.04
KDH,2022-11-02,23000,155350,23145.45,24507.14,30030.39,0.0,0.0,-11.88,-45.59,-46.4
KDH,2022-11-02,23000,155350,23145.45,24507.14,30030.39,0.88,5.99,-18.0,-47.18,-49.8
KDH,2022-11-02,23000,155350,22886.36,24292.86,29742.16,0.0,0.0,-11.88,-45.59,-46.4
KDH,2022-11-02,23000,155350,22886.36,24292.86,29742.16,0.88,5.99,-18.0,-47.18,-49.8
VIC,2022-11-02,55400,135250,56200.0,57771.43,60476.47,0.0,0.73,-0.18,-30.49,-41.87
VIC,2022-11-02,55400,135250,56200.0,57771.43,60476.47,0.0,1.09,0.73,-30.75,-42.17
VIC,2022-11-02,55400,135250,55918.18,57552.38,60268.63,0.0,0.73,-0.18,-30.49,-41.87
VIC,2022-11-02,55400,135250,55918.18,57552.38,60268.63,0.0,1.09,0.73,-30.75,-42.17
HDB,2022-11-02,16450,179540,16404.55,16740.48,18730.98,0.0,-0.9,-10.6,-17.09,-24.4
HDB,2022-11-02,16450,179540,16404.55,16740.48,18730.98,-0.9,3.13,-14.1,-18.73,-19.68
HDB,2022-11-02,16450,179540,16381.82,16642.86,18654.31,0.0,-0.9,-10.6,-17.09,-24.4
HDB,2022-11-02,16450,179540,16381.82,16642.86,18654.31,-0.9,3.13,-14.1,-18.73,-19.68
ACB,2022-11-02,21800,353820,21309.09,20566.67,22276.47,0.0,-1.13,0.93,-14.17,-16.67
ACB,2022-11-02,21800,353820,21309.09,20566.67,22276.47,-2.9,5.57,-1.8,-16.67,-17.42
ACB,2022-11-02,21800,353820,21372.73,20614.29,22220.59,0.0,-1.13,0.93,-14.17,-16.67
ACB,2022-11-02,21800,353820,21372.73,20614.29,22220.59,-2.9,5.57,-1.8,-16.67,-17.42
VRE,2022-11-02,25800,120930,24177.27,24771.43,26740.2,0.0,8.63,-1.15,-13.86,-18.61
VRE,2022-11-02,25800,120930,24177.27,24771.43,26740.2,-1.71,16.22,-7.86,-16.5,-16.37
VRE,2022-11-02,25800,120930,24231.82,24714.29,26676.47,0.0,8.63,-1.15,-13.86,-18.61
VRE,2022-11-02,25800,120930,24231.82,24714.29,26676.47,-1.71,16.22,-7.86,-16.5,-16.37
VJC,2022-11-02,105000,28960,107645.45,109038.1,113549.02,0.0,-2.78,-4.55,-19.42,-19.11
VJC,2022-11-02,105000,28960,107645.45,109038.1,113549.02,-1.22,-2.33,-5.32,-19.17,-20.45
VJC,2022-11-02,105000,28960,107272.73,108561.9,113178.43,0.0,-2.78,-4.55,-19.42,-19.11
VJC,2022-11-02,105000,28960,107272.73,108561.9,113178.43,-1.22,-2.33,-5.32,-19.17,-20.45
