Date,Close,Volume,Symbol,Dayoff
2019-08-04,7055,10370000,VPB,Yes
2019-08-04,36250,826290,VRE,Yes
2019-08-05,10830,5160000,ACB,No
2019-08-05,27399,2480000,BID,No
2019-08-05,78600,359980,BVH,No
2019-08-05,15544,3630000,CTG,No
2019-08-05,28623,3690000,FPT,No
2019-08-05,104000,343310,GAS,No
2019-08-05,15759,2440000,GVR,No
2019-08-05,9929,2790000,HDB,No
2019-08-05,10134,12980000,HPG,No
2019-08-05,17559,232910,KDH,No
2019-08-05,10735,6500000,MBB,No
2019-08-05,76800,794840,MSN,No
2019-08-05,35690,3930000,MWG,No
2019-08-05,33100,774700,NVL,No
2019-08-05,17223,1410000,PDR,No
2019-08-05,63100,1320000,PLX,No
2019-08-05,13900,1530000,POW,No
2019-08-05,280200,13480,SAB,No
2019-08-05,11622,2430000,SSI,No
2019-08-05,10450,2080000,STB,No
2019-08-05,20400,2650000,TCB,No
2019-08-05,13641,358540,TPB,No
2019-08-05,59438,1090000,VCB,No
2019-08-05,64060,1170000,VHM,No
2019-08-05,9685,1910000,VIB,No
2019-08-05,104889,855020,VIC,No
2019-08-05,130700,799780,VJC,No
2019-08-05,96599,1060000,VNM,No
2019-08-05,7018,8279999,VPB,No
2019-08-05,35000,2630000,VRE,No
2019-08-06,10683,3700000,ACB,No
2019-08-06,26940,1550000,BID,No
2019-08-06,77000,173600,BVH,No
2019-08-06,15429,4580000,CTG,No
2019-08-06,28594,2069999,FPT,No
2019-08-06,102000,409620,GAS,No
2019-08-06,16547,3280000,GVR,No
2019-08-06,9697,5270000,HDB,No
2019-08-06,9951,11900000,HPG,No
2019-08-06,17366,400590,KDH,No
2019-08-06,10514,7930000,MBB,No
2019-08-06,75000,1020000,MSN,No
2019-08-06,35853,2970000,MWG,No
2019-08-06,32766,876730,NVL,No
2019-08-06,17062,1260000,PDR,No
2019-08-06,61300,1300000,PLX,No
2019-08-06,13450,1580000,POW,No
2019-08-06,279200,15520,SAB,No
2019-08-06,11284,3240000,SSI,No
2019-08-06,10450,3120000,STB,No
2019-08-06,20250,1970000,TCB,No
2019-08-06,13641,244450,TPB,No
2019-08-06,58593,1500000,VCB,No
2019-08-06,62782,1250000,VHM,No
2019-08-06,9635,920440,VIB,No
2019-08-06,106489,496790,VIC,No
2019-08-06,130100,893350,VJC,No
2019-08-06,95174,1130000,VNM,No
2019-08-06,6963,5610000,VPB,No
2019-08-06,34850,1770000,VRE,No
2019-08-07,10633,2100000,ACB,No
2019-08-07,26557,1360000,BID,No
2019-08-07,75500,100880,BVH,No
2019-08-07,15429,1840000,CTG,No
2019-08-07,29061,1980000,FPT,No
2019-08-07,100500,217060,GAS,No
2019-08-07,16350,2000000,GVR,No
2019-08-07,9697,4240000,HDB,No
2019-08-07,10111,7340000,HPG,No
2019-08-07,17713,437130,KDH,No
2019-08-07,10489,3500000,MBB,No
2019-08-07,74800,890330,MSN,No
2019-08-07,37157,3840000,MWG,No
2019-08-07,33156,753430,NVL,No
2019-08-07,17062,897000,PDR,No
2019-08-07,62000,797090,PLX,No
2019-08-07,13400,2120000,POW,No
2019-08-07,280000,69110,SAB,No
2019-08-07,11049,3070000,SSI,No
2019-08-07,10400,1980000,STB,No
2019-08-07,20100,1210000,TCB,No
2019-08-07,13641,170470,TPB,No
2019-08-07,60206,724550,VCB,No
2019-08-07,63158,941880,VHM,No
2019-08-07,9988,4220000,VIB,No
2019-08-07,104889,389190,VIC,No
2019-08-07,130900,533510,VJC,No
2019-08-07,95807,878140,VNM,No
2019-08-07,6944,3480000,VPB,No
2019-08-07,34700,1540000,VRE,No
2019-08-08,10830,2170000,ACB,No
2019-08-08,26557,1140000,BID,No
2019-08-08,79900,193150,BVH,No
2019-08-08,15620,2910000,CTG,No
2019-08-08,29383,3310000,FPT,No
2019-08-08,101000,397340,GAS,No
2019-08-08,16600,1200000,GVR,No
2019-08-08,9697,3980000,HDB,No
2019-08-08,10660,23430000,HPG,No
2019-08-08,18060,549720,KDH,No
2019-08-08,10637,6370000,MBB,No
2019-08-08,74800,800350,MSN,No
2019-08-08,36831,2590000,MWG,No
2019-08-08,32766,893110,NVL,No
2019-08-08,17255,1610000,PDR,No
2019-08-08,62200,457730,PLX,No
2019-08-08,13350,1410000,POW,No
2019-08-08,280000,61830,SAB,No
2019-08-08,11049,4350000,SSI,No
2019-08-08,10450,1510000,STB,No
2019-08-08,20200,1800000,TCB,No
2019-08-08,13671,316720,TPB,No
2019-08-08,60282,781590,VCB,No
2019-08-08,64299,722850,VHM,No
2019-08-08,10089,1690000,VIB,No
2019-08-08,108445,613320,VIC,No
2019-08-08,131100,671470,VJC,No
2019-08-08,95728,684770,VNM,No
2019-08-08,6926,3350000,VPB,No
2019-08-08,35500,1610000,VRE,No
2019-08-09,10781,1470000,ACB,No
2019-08-09,26557,1260000,BID,No
2019-08-09,78000,105190,BVH,No
2019-08-09,15659,2800000,CTG,No
2019-08-09,29850,2780000,FPT,No
2019-08-09,101300,170690,GAS,No
2019-08-09,16400,1030000,GVR,No
2019-08-09,10201,9940000,HDB,No
2019-08-09,10568,7760000,HPG,No
2019-08-09,18215,379940,KDH,No
2019-08-09,10563,3390000,MBB,No
2019-08-09,76100,459400,MSN,No
2019-08-09,37776,2020000,MWG,No
2019-08-09,33378,1190000,NVL,No
2019-08-09,17255,1380000,PDR,No
2019-08-09,62200,347730,PLX,No
2019-08-09,13450,1190000,POW,No
2019-08-09,275700,7790,SAB,No
2019-08-09,11466,3700000,SSI,No
2019-08-09,10350,2440000,STB,No
2019-08-09,20200,875180,TCB,No
2019-08-09,13701,512159,TPB,No
2019-08-09,60282,814890,VCB,No
2019-08-09,63919,458300,VHM,No
2019-08-09,10089,2130000,VIB,No
2019-08-09,106845,451110,VIC,No
2019-08-09,131700,819860,VJC,No
2019-08-09,95807,871380,VNM,No
2019-08-09,7037,5130000,VPB,No
2019-08-09,35500,957540,VRE,No
2019-08-10,10781,1470000,ACB,Yes
2019-08-10,26557,1260000,BID,Yes
2019-08-10,78000,105190,BVH,Yes
2019-08-10,15659,2800000,CTG,Yes
2019-08-10,29850,2780000,FPT,Yes
2019-08-10,101300,170690,GAS,Yes
2019-08-10,16400,1030000,GVR,Yes
2019-08-10,10201,9940000,HDB,Yes
2019-08-10,10568,7760000,HPG,Yes
2019-08-10,18215,379940,KDH,Yes
2019-08-10,10563,3390000,MBB,Yes
2019-08-10,76100,459400,MSN,Yes
2019-08-10,37776,2020000,MWG,Yes
2019-08-10,33378,1190000,NVL,Yes
2019-08-10,17255,1380000,PDR,Yes
2019-08-10,62200,347730,PLX,Yes
2019-08-10,13450,1190000,POW,Yes
2019-08-10,275700,7790,SAB,Yes
2019-08-10,11466,3700000,SSI,Yes
2019-08-10,10350,2440000,STB,Yes
2019-08-10,20200,875180,TCB,Yes
2019-08-10,13701,512159,TPB,Yes
2019-08-10,60282,814890,VCB,Yes
2019-08-10,63919,458300,VHM,Yes
2019-08-10,10089,2130000,VIB,Yes
2019-08-10,106845,451110,VIC,Yes
2019-08-10,131700,819860,VJC,Yes
2019-08-10,95807,871380,VNM,Yes
2019-08-10,7037,5130000,VPB,Yes
2019-08-10,35500,957540,VRE,Yes
2019-08-11,10781,1470000,ACB,Yes
2019-08-11,26557,1260000,BID,Yes
2019-08-11,78000,105190,BVH,Yes
2019-08-11,15659,2800000,CTG,Yes
2019-08-11,29850,2780000,FPT,Yes
2019-08-11,101300,170690,GAS,Yes
2019-08-11,16400,1030000,GVR,Yes
2019-08-11,10201,9940000,HDB,Yes
2019-08-11,10568,7760000,HPG,Yes
2019-08-11,18215,379940,KDH,Yes
2019-08-11,10563,3390000,MBB,Yes
2019-08-11,76100,459400,MSN,Yes
2019-08-11,37776,2020000,MWG,Yes
2019-08-11,33378,1190000,NVL,Yes
2019-08-11,17255,1380000,PDR,Yes
2019-08-11,62200,347730,PLX,Yes
2019-08-11,13450,1190000,POW,Yes
2019-08-11,275700,7790,SAB,Yes
2019-08-11,11466,3700000,SSI,Yes
2019-08-11,10350,2440000,STB,Yes
2019-08-11,20200,875180,TCB,Yes
2019-08-11,13701,512159,TPB,Yes
2019-08-11,60282,814890,VCB,Yes
2019-08-11,63919,458300,VHM,Yes
2019-08-11,10089,2130000,VIB,Yes
2019-08-11,106845,451110,VIC,Yes
2019-08-11,131700,819860,VJC,Yes
2019-08-11,95807,871380,VNM,Yes
2019-08-11,7037,5130000,VPB,Yes
2019-08-11,35500,957540,VRE,Yes
2019-08-12,10830,1170000,ACB,No
2019-08-12,27054,1730000,BID,No
2019-08-12,78000,38810,BVH,No
2019-08-12,15544,2960000,CTG,No
2019-08-12,30551,2890000,FPT,No
2019-08-12,102000,207340,GAS,No
2019-08-12,16100,1790000,GVR,No
2019-08-12,10143,3230000,HDB,No
2019-08-12,10797,17120000,HPG,No
2019-08-12,18060,592900,KDH,No
2019-08-12,10784,8300000,MBB,No
2019-08-12,76000,258890,MSN,No
2019-08-12,38134,2140000,MWG,No
2019-08-12,33323,694100,NVL,No
2019-08-12,17255,1140000,PDR,No
2019-08-12,62400,383980,PLX,No
2019-08-12,13300,1060000,POW,No
2019-08-12,274400,6910,SAB,No
2019-08-12,11544,1820000,SSI,No
2019-08-12,10350,1450000,STB,No
2019-08-12,20250,840220,TCB,No
2019-08-12,13701,121580,TPB,No
2019-08-12,59668,606100,VCB,No
2019-08-12,64071,297880,VHM,No
2019-08-12,10038,2000000,VIB,No
2019-08-12,106667,120890,VIC,No
2019-08-12,134500,801570,VJC,No
2019-08-12,95491,530800,VNM,No
2019-08-12,7037,2300000,VPB,No
2019-08-12,35450,899890,VRE,No
2019-08-13,10781,1170000,ACB,No
2019-08-13,26710,1030000,BID,No
2019-08-13,77300,158390,BVH,No
2019-08-13,15735,2980000,CTG,No
2019-08-13,30668,3550000,FPT,No
2019-08-13,100000,499630,GAS,No
2019-08-13,15300,3040000,GVR,No
2019-08-13,10104,2750000,HDB,No
2019-08-13,10728,13520000,HPG,No
2019-08-13,18060,355560,KDH,No
2019-08-13,10932,8930000,MBB,No
2019-08-13,75600,352420,MSN,No
2019-08-13,38395,2740000,MWG,No
2019-08-13,33211,1270000,NVL,No
2019-08-13,17094,952600,PDR,No
2019-08-13,63200,691380,PLX,No
2019-08-13,12900,2630000,POW,No
