Symbol,Date,Close,Volume,Dayoff
GAS,2019-01-07,86300,255840,No
GVR,2019-01-07,8864,59700,No
HDB,2019-01-07,11209,1880000,No
HPG,2019-01-07,10329,6810000,No
KDH,2019-01-07,18235,217890,No
MBB,2019-01-07,9084,8410000,No
MSN,2019-01-07,78200,336380,No
MWG,2019-01-07,27235,1190000,No
NVL,2019-01-07,34491,1300000,No
PDR,2019-01-07,17273,919340,No
PLX,2019-01-07,55200,187920,No
SAB,2019-01-07,244000,12270,No
SSI,2019-01-07,13577,1250000,No
STB,2019-01-07,11500,3700000,No
TCB,2019-01-07,25100,1440000,No
TPB,2019-01-07,11913,166110,No
VCB,2019-01-07,41929,1500000,No
VHM,2019-01-07,55789,241840,No
VIB,2019-01-07,11731,150500,No
VIC,2019-01-07,101000,589150,No
VJC,2019-01-07,116000,637590,No
VNM,2019-01-07,102516,1080000,No
VPB,2019-01-07,7129,4440000,No
VRE,2019-01-07,27900,905730,No
ACB,2019-01-08,10792,2230000,No
BID,2019-01-08,24491,702480,No
BVH,2019-01-08,88200,36610,No
CTG,2019-01-08,17900,5640000,No
FPT,2019-01-08,21895,516130,No
GAS,2019-01-08,88300,600270,No
GVR,2019-01-08,9061,6300,No
HDB,2019-01-08,11054,2740000,No
HPG,2019-01-08,10153,8630000,No
KDH,2019-01-08,18235,282510,No
MBB,2019-01-08,9037,6440000,No
MSN,2019-01-08,79000,279810,No
MWG,2019-01-08,26914,516539,No
NVL,2019-01-08,32099,1120000,No
PDR,2019-01-08,17273,405500,No
PLX,2019-01-08,54100,352050,No
SAB,2019-01-08,244000,11600,No
SSI,2019-01-08,13394,2210000,No
STB,2019-01-08,11350,1570000,No
TCB,2019-01-08,25100,843170,No
TPB,2019-01-08,11943,239000,No
VCB,2019-01-08,42236,1680000,No
VHM,2019-01-08,55789,267100,No
VIB,2019-01-08,11797,108510,No
VIC,2019-01-08,101000,494300,No
VJC,2019-01-08,115000,226650,No
VNM,2019-01-08,101733,538020,No
VPB,2019-01-08,7092,2250000,No
VRE,2019-01-08,27600,687890,No
ACB,2019-01-09,10982,5800000,No
BID,2019-01-09,25256,1350000,No
BVH,2019-01-09,89000,100610,No
CTG,2019-01-09,18350,5950000,No
FPT,2019-01-09,22104,539490,No
GAS,2019-01-09,89900,515500,No
GVR,2019-01-09,9258,32100,No
HDB,2019-01-09,11209,3210000,No
HPG,2019-01-09,10382,5140000,No
KDH,2019-01-09,18118,761630,No
MBB,2019-01-09,9276,12010000,No
MSN,2019-01-09,79000,339530,No
MWG,2019-01-09,27363,1320000,No
NVL,2019-01-09,32711,2089999,No
PDR,2019-01-09,17273,684970,No
PLX,2019-01-09,54200,343920,No
SAB,2019-01-09,244000,25150,No
SSI,2019-01-09,13420,2790000,No
STB,2019-01-09,11400,2630000,No
TCB,2019-01-09,25800,3190000,No
TPB,2019-01-09,12489,1300000,No
VCB,2019-01-09,42850,1450000,No
VHM,2019-01-09,55789,120540,No
VIB,2019-01-09,11797,262010,No
VIC,2019-01-09,101500,659210,No
VJC,2019-01-09,115000,554850,No
VNM,2019-01-09,103220,763260,No
VPB,2019-01-09,7092,5470000,No
VRE,2019-01-09,29050,2140000,No
ACB,2019-01-10,10944,3640000,No
BID,2019-01-10,24873,516520,No
BVH,2019-01-10,89500,49800,No
CTG,2019-01-10,18850,7330000,No
FPT,2019-01-10,21974,361940,No
GAS,2019-01-10,91300,685580,No
GVR,2019-01-10,9160,9870,No
HDB,2019-01-10,11248,4790000,No
HPG,2019-01-10,10487,4880000,No
KDH,2019-01-10,18059,281290,No
MBB,2019-01-10,9276,5860000,No
MSN,2019-01-10,80200,450900,No
MWG,2019-01-10,27555,855870,No
NVL,2019-01-10,32933,845240,No
PDR,2019-01-10,17893,816960,No
PLX,2019-01-10,55100,280830,No
SAB,2019-01-10,240000,28560,No
SSI,2019-01-10,13316,2049999,No
STB,2019-01-10,11400,2069999,No
TCB,2019-01-10,25800,1640000,No
TPB,2019-01-10,12640,785510,No
VCB,2019-01-10,42236,1010000,No
VHM,2019-01-10,56090,141110,No
VIB,2019-01-10,11731,54440,No
VIC,2019-01-10,101400,551980,No
VJC,2019-01-10,115000,381340,No
VNM,2019-01-10,103063,362040,No
VPB,2019-01-10,7111,2670000,No
VRE,2019-01-10,29450,1060000,No
ACB,2019-01-11,10944,3300000,No
BID,2019-01-11,24414,1180000,No
BVH,2019-01-11,90400,32020,No
CTG,2019-01-11,18800,4030000,No
FPT,2019-01-11,22000,1040000,No
GAS,2019-01-11,91000,338400,No
GVR,2019-01-11,9258,116200,No
HDB,2019-01-11,11326,5750000,No
HPG,2019-01-11,10329,7280000,No
KDH,2019-01-11,17883,295460,No
MBB,2019-01-11,9228,6760000,No
MSN,2019-01-11,80700,452300,No
MWG,2019-01-11,27235,1080000,No
NVL,2019-01-11,32989,1130000,No
PDR,2019-01-11,17824,879450,No
PLX,2019-01-11,55300,337760,No
SAB,2019-01-11,240000,38820,No
SSI,2019-01-11,13629,3080000,No
STB,2019-01-11,11400,2170000,No
TCB,2019-01-11,26000,1620000,No
TPB,2019-01-11,12671,651810,No
VCB,2019-01-11,42390,1420000,No
VHM,2019-01-11,57594,313940,No
VIB,2019-01-11,11665,131140,No
VIC,2019-01-11,101400,569030,No
VJC,2019-01-11,117000,799230,No
VNM,2019-01-11,104863,1140000,No
VPB,2019-01-11,7074,3130000,No
VRE,2019-01-11,29900,1830000,No
ACB,2019-01-12,10944,3300000,Yes
BID,2019-01-12,24414,1180000,Yes
BVH,2019-01-12,90400,32020,Yes
CTG,2019-01-12,18800,4030000,Yes
FPT,2019-01-12,22000,1040000,Yes
GAS,2019-01-12,91000,338400,Yes
GVR,2019-01-12,9258,116200,Yes
HDB,2019-01-12,11326,5750000,Yes
HPG,2019-01-12,10329,7280000,Yes
KDH,2019-01-12,17883,295460,Yes
MBB,2019-01-12,9228,6760000,Yes
MSN,2019-01-12,80700,452300,Yes
MWG,2019-01-12,27235,1080000,Yes
NVL,2019-01-12,32989,1130000,Yes
PDR,2019-01-12,17824,879450,Yes
PLX,2019-01-12,55300,337760,Yes
SAB,2019-01-12,240000,38820,Yes
SSI,2019-01-12,13629,3080000,Yes
STB,2019-01-12,11400,2170000,Yes
TCB,2019-01-12,26000,1620000,Yes
TPB,2019-01-12,12671,651810,Yes
VCB,2019-01-12,42390,1420000,Yes
VHM,2019-01-12,57594,313940,Yes
VIB,2019-01-12,11665,131140,Yes
VIC,2019-01-12,101400,569030,Yes
VJC,2019-01-12,117000,799230,Yes
VNM,2019-01-12,104863,1140000,Yes
VPB,2019-01-12,7074,3130000,Yes
VRE,2019-01-12,29900,1830000,Yes
ACB,2019-01-13,10944,3300000,Yes
BID,2019-01-13,24414,1180000,Yes
BVH,2019-01-13,90400,32020,Yes
CTG,2019-01-13,18800,4030000,Yes
FPT,2019-01-13,22000,1040000,Yes
GAS,2019-01-13,91000,338400,Yes
GVR,2019-01-13,9258,116200,Yes
HDB,2019-01-13,11326,5750000,Yes
HPG,2019-01-13,10329,7280000,Yes
KDH,2019-01-13,17883,295460,Yes
MBB,2019-01-13,9228,6760000,Yes
MSN,2019-01-13,80700,452300,Yes
MWG,2019-01-13,27235,1080000,Yes
NVL,2019-01-13,32989,1130000,Yes
PDR,2019-01-13,17824,879450,Yes
PLX,2019-01-13,55300,337760,Yes
SAB,2019-01-13,240000,38820,Yes
SSI,2019-01-13,13629,3080000,Yes
STB,2019-01-13,11400,2170000,Yes
TCB,2019-01-13,26000,1620000,Yes
TPB,2019-01-13,12671,651810,Yes
VCB,2019-01-13,42390,1420000,Yes
VHM,2019-01-13,57594,313940,Yes
VIB,2019-01-13,11665,131140,Yes
VIC,2019-01-13,101400,569030,Yes
VJC,2019-01-13,117000,799230,Yes
VNM,2019-01-13,104863,1140000,Yes
VPB,2019-01-13,7074,3130000,Yes
VRE,2019-01-13,29900,1830000,Yes
ACB,2019-01-14,10868,2470000,No
BID,2019-01-14,24414,950720,No
BVH,2019-01-14,88500,26560,No
CTG,2019-01-14,18800,4810000,No
FPT,2019-01-14,22156,695490,No
GAS,2019-01-14,89500,370320,No
GVR,2019-01-14,9258,48800,No
HDB,2019-01-14,11287,1840000,No
HPG,2019-01-14,10311,8830000,No
KDH,2019-01-14,17678,428070,No
MBB,2019-01-14,9108,9650000,No
MSN,2019-01-14,80500,268810,No
MWG,2019-01-14,27235,1360000,No
NVL,2019-01-14,32321,1290000,No
PDR,2019-01-14,17652,586500,No
PLX,2019-01-14,54900,125040,No
POW,2019-01-14,15600,5010000,No
SAB,2019-01-14,240000,45290,No
SSI,2019-01-14,13447,1320000,No
STB,2019-01-14,11200,1930000,No
TCB,2019-01-14,25850,2000000,No
TPB,2019-01-14,13368,438270,No
VCB,2019-01-14,42466,969730,No
VHM,2019-01-14,58120,252100,No
VIB,2019-01-14,11731,272270,No
VIC,2019-01-14,101400,562930,No
VJC,2019-01-14,117500,487330,No
VNM,2019-01-14,105646,733700,No
VPB,2019-01-14,7055,3100000,No
VRE,2019-01-14,30350,1380000,No
ACB,2019-01-15,11020,2380000,No
BID,2019-01-15,24873,730360,No
BVH,2019-01-15,88700,42400,No
CTG,2019-01-15,18900,3070000,No
FPT,2019-01-15,22312,592630,No
GAS,2019-01-15,90300,368380,No
GVR,2019-01-15,9258,23900,No
HDB,2019-01-15,11326,1850000,No
HPG,2019-01-15,10311,7230000,No
KDH,2019-01-15,17619,280760,No
MBB,2019-01-15,9348,12000000,No
MSN,2019-01-15,81900,403800,No
MWG,2019-01-15,27459,2610000,No
NVL,2019-01-15,32321,1030000,No
PDR,2019-01-15,17686,638190,No
PLX,2019-01-15,55300,230330,No
POW,2019-01-15,15700,2170000,No
SAB,2019-01-15,239600,23500,No
SSI,2019-01-15,13551,1690000,No
STB,2019-01-15,11300,2160000,No
TCB,2019-01-15,26500,1850000,No
TPB,2019-01-15,12792,729910,No
VCB,2019-01-15,42927,1370000,No
VHM,2019-01-15,60075,386760,No
VIB,2019-01-15,11665,200090,No
VIC,2019-01-15,101500,711450,No
VJC,2019-01-15,117200,514390,No
VNM,2019-01-15,105568,718210,No
VPB,2019-01-15,7129,3160000,No
VRE,2019-01-15,31000,1720000,No
ACB,2019-01-16,10906,1350000,No
BID,2019-01-16,24644,457400,No
BVH,2019-01-16,90000,41990,No
CTG,2019-01-16,18700,3650000,No
FPT,2019-01-16,22182,325730,No
GAS,2019-01-16,90600,198780,No
GVR,2019-01-16,9455,48700,No
HDB,2019-01-16,11326,2310000,No
HPG,2019-01-16,10364,8160000,No
KDH,2019-01-16,17619,172710,No
MBB,2019-01-16,9324,5090000,No
MSN,2019-01-16,81400,483100,No
MWG,2019-01-16,27331,5280000,No
NVL,2019-01-16,31988,854730,No
PDR,2019-01-16,17686,622970,No
PLX,2019-01-16,55500,252480,No
POW,2019-01-16,15600,2140000,No
SAB,2019-01-16,239000,30300,No
SSI,2019-01-16,13420,2480000,No
STB,2019-01-16,11300,2680000,No
TCB,2019-01-16,26500,1780000,No
TPB,2019-01-16,12610,199630,No
VCB,2019-01-16,42543,901060,No
VHM,2019-01-16,60376,425610,No
VIB,2019-01-16,11665,148280,No
VIC,2019-01-16,102000,518159,No
VJC,2019-01-16,116000,638280,No
VNM,2019-01-16,104081,674660,No
VPB,2019-01-16,7351,10700000,No
VRE,2019-01-16,31450,1560000,No
ACB,2019-01-17,10944,1950000,No
BID,2019-01-17,24452,374240,No
BVH,2019-01-17,91900,51470,No
CTG,2019-01-17,18450,3170000,No
FPT,2019-01-17,21895,662970,No
GAS,2019-01-17,89000,178680,No
GVR,2019-01-17,9357,16000,No
HDB,2019-01-17,11209,2570000,No
HPG,2019-01-17,10171,5360000,No
KDH,2019-01-17,17590,170880,No
MBB,2019-01-17,9468,13560000,No
MSN,2019-01-17,80200,320060,No
MWG,2019-01-17,27331,1370000,No
NVL,2019-01-17,31598,712220,No
PDR,2019-01-17,17617,548320,No
PLX,2019-01-17,54700,197100,No
POW,2019-01-17,15600,2110000,No
SAB,2019-01-17,234500,41400,No
SSI,2019-01-17,13134,3140000,No
STB,2019-01-17,11200,1740000,No
TCB,2019-01-17,26650,1860000,No
TPB,2019-01-17,12549,170580,No
VCB,2019-01-17,42390,587040,No
VHM,2019-01-17,60000,278630,No
VIB,2019-01-17,12062,390010,No
VIC,2019-01-17,102000,325130,No
VJC,2019-01-17,115500,614570,No
VNM,2019-01-17,103455,617840,No
VPB,2019-01-17,7037,3830000,No
VRE,2019-01-17,30100,1080000,No
ACB,2019-01-18,10830,3730000,No
BID,2019-01-18,24261,640350,No
BVH,2019-01-18,91900,38310,No
CTG,2019-01-18,18200,3400000,No
FPT,2019-01-18,21895,396540,No
GAS,2019-01-18,89000,227340,No
GVR,2019-01-18,9554,22100,No
HDB,2019-01-18,11287,3650000,No
HPG,2019-01-18,10276,5810000,No
KDH,2019-01-18,17502,272850,No
MBB,2019-01-18,9468,6180000,No
MSN,2019-01-18,81000,359080,No
MWG,2019-01-18,27043,585630,No
NVL,2019-01-18,31709,583620,No
PDR,2019-01-18,17549,902950,No
PLX,2019-01-18,54400,188280,No
POW,2019-01-18,15200,1450000,No
SAB,2019-01-18,234500,14340,No
SSI,2019-01-18,13108,2580000,No
STB,2019-01-18,11250,2620000,No
TCB,2019-01-18,26750,1600000,No
TPB,2019-01-18,12610,225030,No
VCB,2019-01-18,42082,692100,No
VHM,2019-01-18,60526,376150,No
VIB,2019-01-18,11863,258329,No
VIC,2019-01-18,102200,498290,No
VJC,2019-01-18,115200,489080,No
VNM,2019-01-18,104863,654720,No
VPB,2019-01-18,7129,4520000,No
VRE,2019-01-18,29250,664540,No
ACB,2019-01-19,10830,3730000,Yes
BID,2019-01-19,24261,640350,Yes
BVH,2019-01-19,91900,38310,Yes
CTG,2019-01-19,18200,3400000,Yes
FPT,2019-01-19,21895,396540,Yes
GAS,2019-01-19,89000,227340,Yes
GVR,2019-01-19,9554,22100,Yes
HDB,2019-01-19,11287,3650000,Yes
HPG,2019-01-19,10276,5810000,Yes
KDH,2019-01-19,17502,272850,Yes
MBB,2019-01-19,9468,6180000,Yes
MSN,2019-01-19,81000,359080,Yes
MWG,2019-01-19,27043,585630,Yes
NVL,2019-01-19,31709,583620,Yes
PDR,2019-01-19,17549,902950,Yes
PLX,2019-01-19,54400,188280,Yes
POW,2019-01-19,15200,1450000,Yes
SAB,2019-01-19,234500,14340,Yes
SSI,2019-01-19,13108,2580000,Yes
STB,2019-01-19,11250,2620000,Yes
TCB,2019-01-19,26750,1600000,Yes
TPB,2019-01-19,12610,225030,Yes
VCB,2019-01-19,42082,692100,Yes
VHM,2019-01-19,60526,376150,Yes
VIB,2019-01-19,11863,258329,Yes
VIC,2019-01-19,102200,498290,Yes
VJC,2019-01-19,115200,489080,Yes
VNM,2019-01-19,104863,654720,Yes
VPB,2019-01-19,7129,4520000,Yes
VRE,2019-01-19,29250,664540,Yes
ACB,2019-01-20,10830,3730000,Yes
BID,2019-01-20,24261,640350,Yes
BVH,2019-01-20,91900,38310,Yes
CTG,2019-01-20,18200,3400000,Yes
FPT,2019-01-20,21895,396540,Yes
GAS,2019-01-20,89000,227340,Yes
GVR,2019-01-20,9554,22100,Yes
HDB,2019-01-20,11287,3650000,Yes
HPG,2019-01-20,10276,5810000,Yes
KDH,2019-01-20,17502,272850,Yes
MBB,2019-01-20,9468,6180000,Yes
MSN,2019-01-20,81000,359080,Yes
MWG,2019-01-20,27043,585630,Yes
NVL,2019-01-20,31709,583620,Yes
PDR,2019-01-20,17549,902950,Yes
PLX,2019-01-20,54400,188280,Yes
POW,2019-01-20,15200,1450000,Yes
SAB,2019-01-20,234500,14340,Yes
SSI,2019-01-20,13108,2580000,Yes
STB,2019-01-20,11250,2620000,Yes
TCB,2019-01-20,26750,1600000,Yes
TPB,2019-01-20,12610,225030,Yes
VCB,2019-01-20,42082,692100,Yes
VHM,2019-01-20,60526,376150,Yes
VIB,2019-01-20,11863,258329,Yes
VIC,2019-01-20,102200,498290,Yes
VJC,2019-01-20,115200,489080,Yes
VNM,2019-01-20,104863,654720,Yes
VPB,2019-01-20,7129,4520000,Yes
VRE,2019-01-20,29250,664540,Yes
ACB,2019-01-21,11171,5490000,No
BID,2019-01-21,25141,1520000,No
BVH,2019-01-21,92000,22660,No
CTG,2019-01-21,19450,11450000,No
FPT,2019-01-21,22156,432580,No
GAS,2019-01-21,90500,257610,No
GVR,2019-01-21,9652,9200,No
HDB,2019-01-21,11500,3180000,No
HPG,2019-01-21,10399,5250000,No
KDH,2019-01-21,17502,243520,No
MBB,2019-01-21,10067,20250000,No
MSN,2019-01-21,80800,266000,No
MWG,2019-01-21,26818,1320000,No
NVL,2019-01-21,31765,637380,No
PDR,2019-01-21,17445,615500,No
PLX,2019-01-21,55300,273200,No
POW,2019-01-21,15350,1820000,No
SAB,2019-01-21,234500,4770,No
SSI,2019-01-21,13342,2880000,No
STB,2019-01-21,11700,6690000,No
TCB,2019-01-21,27400,1950000,No
TPB,2019-01-21,12731,476880,No
VCB,2019-01-21,42850,1110000,No
VHM,2019-01-21,60526,534960,No
VIB,2019-01-21,11996,271210,No
VIC,2019-01-21,102400,404250,No
VJC,2019-01-21,115200,294150,No
VNM,2019-01-21,104707,335260,No
VPB,2019-01-21,7407,6830000,No
VRE,2019-01-21,29300,470290,No
ACB,2019-01-22,11020,4870000,No
BID,2019-01-22,25065,709270,No
BVH,2019-01-22,90000,57790,No
CTG,2019-01-22,19550,9150000,No
FPT,2019-01-22,22078,246980,No
GAS,2019-01-22,89700,220970,No
GVR,2019-01-22,9258,38400,No
HDB,2019-01-22,11675,3530000,No
HPG,2019-01-22,10382,4560000,No
KDH,2019-01-22,17619,144400,No
MBB,2019-01-22,9875,11580000,No
MSN,2019-01-22,80100,115780,No
MWG,2019-01-22,26850,424770,No
NVL,2019-01-22,31654,962910,No
PDR,2019-01-22,17549,804200,No
PLX,2019-01-22,53500,729490,No
POW,2019-01-22,15500,1770000,No
SAB,2019-01-22,233800,14570,No
SSI,2019-01-22,13316,1960000,No
STB,2019-01-22,11750,4050000,No
TCB,2019-01-22,26800,2370000,No
TPB,2019-01-22,12731,357300,No
VCB,2019-01-22,42390,508280,No
VHM,2019-01-22,59849,371440,No
VIB,2019-01-22,11930,151880,No
VIC,2019-01-22,102400,258070,No
VJC,2019-01-22,115000,351870,No
VNM,2019-01-22,104863,478850,No
VPB,2019-01-22,7277,6160000,No
VRE,2019-01-22,28950,644870,No
ACB,2019-01-23,11020,3060000,No
BID,2019-01-23,25026,575720,No
BVH,2019-01-23,90300,47870,No
CTG,2019-01-23,19950,6940000,No
FPT,2019-01-23,22078,337720,No
GAS,2019-01-23,90000,227610,No
GVR,2019-01-23,9258,5200,No
HDB,2019-01-23,11636,2190000,No
HPG,2019-01-23,10575,10370000,No
KDH,2019-01-23,17619,163120,No
MBB,2019-01-23,9923,4990000,No
MSN,2019-01-23,78000,707690,No
MWG,2019-01-23,26786,529710,No
NVL,2019-01-23,31821,814570,No
PDR,2019-01-23,17411,661730,No
PLX,2019-01-23,53200,486420,No
POW,2019-01-23,15500,977240,No
SAB,2019-01-23,233800,16500,No
SSI,2019-01-23,13264,2009999,No
STB,2019-01-23,12150,7820000,No
TCB,2019-01-23,26550,2089999,No
TPB,2019-01-23,13216,1570000,No
VCB,2019-01-23,42543,656780,No
VHM,2019-01-23,59849,278990,No
VIB,2019-01-23,11863,251360,No
VIC,2019-01-23,102600,299570,No
VJC,2019-01-23,115500,398030,No
VNM,2019-01-23,105255,1230000,No
VPB,2019-01-23,7370,3820000,No
VRE,2019-01-23,29100,574730,No
ACB,2019-01-24,11058,4600000,No
BID,2019-01-24,24873,728890,No
BVH,2019-01-24,90300,33490,No
CTG,2019-01-24,20450,8810000,No
FPT,2019-01-24,22130,409310,No
GAS,2019-01-24,89800,332180,No
GVR,2019-01-24,9357,23010,No
HDB,2019-01-24,11617,1870000,No
HPG,2019-01-24,10505,6540000,No
KDH,2019-01-24,17619,218580,No
MBB,2019-01-24,10163,9970000,No
MSN,2019-01-24,78000,435690,No
MWG,2019-01-24,26786,443310,No
NVL,2019-01-24,31765,742000,No
PDR,2019-01-24,17204,962940,No
PLX,2019-01-24,53200,653530,No
POW,2019-01-24,15400,517110,No
SAB,2019-01-24,233000,35920,No
SSI,2019-01-24,13316,2069999,No
STB,2019-01-24,12200,3750000,No
TCB,2019-01-24,26650,1540000,No
TPB,2019-01-24,12883,448550,No
VCB,2019-01-24,42543,591900,No
VHM,2019-01-24,59248,229770,No
VIB,2019-01-24,11863,165480,No
VIC,2019-01-24,102800,184720,No
VJC,2019-01-24,118000,721190,No
VNM,2019-01-24,106037,1290000,No
VPB,2019-01-24,7481,5560000,No
VRE,2019-01-24,29200,806970,No
ACB,2019-01-25,11058,2210000,No
BID,2019-01-25,24529,718120,No
BVH,2019-01-25,91900,21490,No
CTG,2019-01-25,20200,5980000,No
FPT,2019-01-25,22104,372650,No
GAS,2019-01-25,89500,325280,No
GVR,2019-01-25,9061,3500,No
HDB,2019-01-25,11617,2300000,No
HPG,2019-01-25,10452,4410000,No
KDH,2019-01-25,17590,149970,No
MBB,2019-01-25,10139,6720000,No
MSN,2019-01-25,78300,677540,No
MWG,2019-01-25,26658,670530,No
NVL,2019-01-25,31709,633480,No
PDR,2019-01-25,17239,444100,No
PLX,2019-01-25,53800,169160,No
POW,2019-01-25,15400,435200,No
SAB,2019-01-25,233000,26850,No
SSI,2019-01-25,13655,4099999,No
STB,2019-01-25,12300,6420000,No
TCB,2019-01-25,26650,1710000,No
TPB,2019-01-25,12822,595920,No
VCB,2019-01-25,42850,1290000,No
VHM,2019-01-25,58646,294140,No
VIB,2019-01-25,11797,407700,No
