Symbol,Date,Close,Volume,Dayoff
CTG,2019-03-23,22500,6190000,Yes
FPT,2019-03-23,23485,1200000,Yes
GAS,2019-03-23,99900,715730,Yes
GVR,2019-03-23,12607,747600,Yes
HDB,2019-03-23,12024,3200000,Yes
HPG,2019-03-23,11244,11480000,Yes
KDH,2019-03-23,18411,294940,Yes
MBB,2019-03-23,10978,8330000,Yes
MSN,2019-03-23,84500,759190,Yes
MWG,2019-03-23,27940,2020000,Yes
NVL,2019-03-23,31932,735260,Yes
PDR,2019-03-23,16137,971440,Yes
PLX,2019-03-23,59000,1610000,Yes
POW,2019-03-23,15500,2210000,Yes
SAB,2019-03-23,251000,30810,Yes
SSI,2019-03-23,14333,2069999,Yes
STB,2019-03-23,12550,3000000,Yes
TCB,2019-03-23,26100,2630000,Yes
TPB,2019-03-23,12852,562010,Yes
VCB,2019-03-23,51374,1760000,Yes
VHM,2019-03-23,68496,1240000,Yes
VIB,2019-03-23,12725,369390,Yes
VIC,2019-03-23,118600,1110000,Yes
VJC,2019-03-23,118900,481800,Yes
VNM,2019-03-23,106820,631880,Yes
VPB,2019-03-23,7777,6730000,Yes
VRE,2019-03-23,35000,2960000,Yes
ACB,2019-03-24,11550,4800000,Yes
BID,2019-03-24,26863,2360000,Yes
BVH,2019-03-24,96100,72660,Yes
CTG,2019-03-24,22500,6190000,Yes
FPT,2019-03-24,23485,1200000,Yes
GAS,2019-03-24,99900,715730,Yes
GVR,2019-03-24,12607,747600,Yes
HDB,2019-03-24,12024,3200000,Yes
HPG,2019-03-24,11244,11480000,Yes
KDH,2019-03-24,18411,294940,Yes
MBB,2019-03-24,10978,8330000,Yes
MSN,2019-03-24,84500,759190,Yes
MWG,2019-03-24,27940,2020000,Yes
NVL,2019-03-24,31932,735260,Yes
PDR,2019-03-24,16137,971440,Yes
PLX,2019-03-24,59000,1610000,Yes
POW,2019-03-24,15500,2210000,Yes
SAB,2019-03-24,251000,30810,Yes
SSI,2019-03-24,14333,2069999,Yes
STB,2019-03-24,12550,3000000,Yes
TCB,2019-03-24,26100,2630000,Yes
TPB,2019-03-24,12852,562010,Yes
VCB,2019-03-24,51374,1760000,Yes
VHM,2019-03-24,68496,1240000,Yes
VIB,2019-03-24,12725,369390,Yes
VIC,2019-03-24,118600,1110000,Yes
VJC,2019-03-24,118900,481800,Yes
VNM,2019-03-24,106820,631880,Yes
VPB,2019-03-24,7777,6730000,Yes
VRE,2019-03-24,35000,2960000,Yes
ACB,2019-03-25,11398,6010000,No
BID,2019-03-25,26404,2630000,No
BVH,2019-03-25,95500,76750,No
CTG,2019-03-25,22150,7190000,No
FPT,2019-03-25,23147,1110000,No
GAS,2019-03-25,98200,875550,No
GVR,2019-03-25,12016,610250,No
HDB,2019-03-25,11752,3280000,No
HPG,2019-03-25,11050,10230000,No
KDH,2019-03-25,18000,395500,No
MBB,2019-03-25,10619,13430000,No
MSN,2019-03-25,82200,488150,No
MWG,2019-03-25,26850,3490000,No
NVL,2019-03-25,31376,939610,No
PDR,2019-03-25,16137,1110000,No
PLX,2019-03-25,58000,1860000,No
POW,2019-03-25,14900,3190000,No
SAB,2019-03-25,248800,5640,No
SSI,2019-03-25,13968,2350000,No
STB,2019-03-25,12250,3930000,No
TCB,2019-03-25,25600,2300000,No
TPB,2019-03-25,12671,776020,No
VCB,2019-03-25,50299,2089999,No
VHM,2019-03-25,66917,1030000,No
VIB,2019-03-25,12327,465940,No
VIC,2019-03-25,115200,886800,No
VJC,2019-03-25,118000,815680,No
VNM,2019-03-25,106820,699100,No
VPB,2019-03-25,7481,9180000,No
VRE,2019-03-25,33350,5660000,No
ACB,2019-03-26,11474,4070000,No
BID,2019-03-26,26251,1310000,No
BVH,2019-03-26,94600,75260,No
CTG,2019-03-26,22350,3000000,No
FPT,2019-03-26,23329,674050,No
GAS,2019-03-26,97100,349120,No
GVR,2019-03-26,12016,332100,No
HDB,2019-03-26,11752,3660000,No
HPG,2019-03-26,11121,9630000,No
KDH,2019-03-26,18176,182010,No
MBB,2019-03-26,10619,8720000,No
MSN,2019-03-26,83100,488320,No
MWG,2019-03-26,26946,1770000,No
NVL,2019-03-26,31487,953060,No
PDR,2019-03-26,16137,965290,No
PLX,2019-03-26,57700,1210000,No
POW,2019-03-26,14850,1540000,No
SAB,2019-03-26,250800,41590,No
SSI,2019-03-26,14124,1120000,No
STB,2019-03-26,12300,1680000,No
TCB,2019-03-26,25500,2040000,No
TPB,2019-03-26,12671,556090,No
VCB,2019-03-26,50299,1440000,No
VHM,2019-03-26,67594,803370,No
VIB,2019-03-26,12261,354920,No
VIC,2019-03-26,113700,846570,No
VJC,2019-03-26,118000,459670,No
VNM,2019-03-26,106820,821360,No
VPB,2019-03-26,7481,4430000,No
VRE,2019-03-26,32900,3100000,No
ACB,2019-03-27,11512,2260000,No
BID,2019-03-27,26710,1560000,No
BVH,2019-03-27,95700,47500,No
CTG,2019-03-27,22500,3370000,No
FPT,2019-03-27,23459,1030000,No
GAS,2019-03-27,97200,371570,No
GVR,2019-03-27,12410,389330,No
HDB,2019-03-27,11772,3850000,No
HPG,2019-03-27,11385,6950000,No
KDH,2019-03-27,18235,120220,No
MBB,2019-03-27,10738,5010000,No
MSN,2019-03-27,85000,455910,No
MWG,2019-03-27,27043,623430,No
NVL,2019-03-27,31598,751220,No
PDR,2019-03-27,16196,868820,No
PLX,2019-03-27,58800,621860,No
POW,2019-03-27,15400,3050000,No
SAB,2019-03-27,250800,12020,No
SSI,2019-03-27,14124,1340000,No
STB,2019-03-27,12350,1240000,No
TCB,2019-03-27,25750,1430000,No
TPB,2019-03-27,12731,530330,No
VCB,2019-03-27,50299,686720,No
VHM,2019-03-27,67744,506510,No
VIB,2019-03-27,12394,206730,No
VIC,2019-03-27,113900,772080,No
VJC,2019-03-27,118300,459010,No
VNM,2019-03-27,106820,818400,No
VPB,2019-03-27,7666,5570000,No
VRE,2019-03-27,33950,2340000,No
ACB,2019-03-28,11474,3610000,No
BID,2019-03-28,27246,2760000,No
BVH,2019-03-28,96000,39030,No
CTG,2019-03-28,22650,2590000,No
FPT,2019-03-28,23538,632570,No
GAS,2019-03-28,98600,340660,No
GVR,2019-03-28,12016,414860,No
HDB,2019-03-28,11694,3810000,No
HPG,2019-03-28,11420,6880000,No
KDH,2019-03-28,18821,699790,No
MBB,2019-03-28,10738,3550000,No
MSN,2019-03-28,85000,395730,No
MWG,2019-03-28,27043,1060000,No
NVL,2019-03-28,31264,960210,No
PDR,2019-03-28,16254,1070000,No
PLX,2019-03-28,59500,836530,No
POW,2019-03-28,15250,457770,No
SAB,2019-03-28,250000,8320,No
SSI,2019-03-28,14098,1060000,No
STB,2019-03-28,12150,4030000,No
TCB,2019-03-28,25550,798820,No
TPB,2019-03-28,12852,833180,No
VCB,2019-03-28,51221,947390,No
VHM,2019-03-28,70000,1160000,No
VIB,2019-03-28,12592,686120,No
VIC,2019-03-28,115900,561880,No
VJC,2019-03-28,117200,620430,No
VNM,2019-03-28,105802,980120,No
VPB,2019-03-28,7574,2950000,No
VRE,2019-03-28,33800,1710000,No
ACB,2019-03-29,11474,5060000,No
BID,2019-03-29,27399,2080000,No
BVH,2019-03-29,95000,148060,No
CTG,2019-03-29,22450,4160000,No
FPT,2019-03-29,23720,779890,No
GAS,2019-03-29,98200,255710,No
GVR,2019-03-29,11622,449200,No
HDB,2019-03-29,11636,2970000,No
HPG,2019-03-29,11332,17890000,No
KDH,2019-03-29,18587,320450,No
MBB,2019-03-29,10738,5060000,No
MSN,2019-03-29,84300,756010,No
MWG,2019-03-29,27171,856650,No
NVL,2019-03-29,31042,1750000,No
PDR,2019-03-29,14918,2800000,No
PLX,2019-03-29,59400,1260000,No
POW,2019-03-29,15150,696560,No
SAB,2019-03-29,249700,122590,No
SSI,2019-03-29,14176,2400000,No
STB,2019-03-29,12200,3430000,No
TCB,2019-03-29,25600,1660000,No
TPB,2019-03-29,12883,829370,No
VCB,2019-03-29,51682,865190,No
VHM,2019-03-29,68797,1370000,No
VIB,2019-03-29,12592,749840,No
VIC,2019-03-29,115900,1100000,No
VJC,2019-03-29,116500,944370,No
VNM,2019-03-29,105489,1630000,No
VPB,2019-03-29,7481,6610000,No
VRE,2019-03-29,34600,4540000,No
ACB,2019-03-30,11474,5060000,Yes
BID,2019-03-30,27399,2080000,Yes
BVH,2019-03-30,95000,148060,Yes
CTG,2019-03-30,22450,4160000,Yes
FPT,2019-03-30,23720,779890,Yes
GAS,2019-03-30,98200,255710,Yes
GVR,2019-03-30,11622,449200,Yes
HDB,2019-03-30,11636,2970000,Yes
HPG,2019-03-30,11332,17890000,Yes
KDH,2019-03-30,18587,320450,Yes
MBB,2019-03-30,10738,5060000,Yes
MSN,2019-03-30,84300,756010,Yes
MWG,2019-03-30,27171,856650,Yes
NVL,2019-03-30,31042,1750000,Yes
PDR,2019-03-30,14918,2800000,Yes
PLX,2019-03-30,59400,1260000,Yes
POW,2019-03-30,15150,696560,Yes
SAB,2019-03-30,249700,122590,Yes
SSI,2019-03-30,14176,2400000,Yes
STB,2019-03-30,12200,3430000,Yes
TCB,2019-03-30,25600,1660000,Yes
TPB,2019-03-30,12883,829370,Yes
VCB,2019-03-30,51682,865190,Yes
VHM,2019-03-30,68797,1370000,Yes
VIB,2019-03-30,12592,749840,Yes
VIC,2019-03-30,115900,1100000,Yes
VJC,2019-03-30,116500,944370,Yes
VNM,2019-03-30,105489,1630000,Yes
VPB,2019-03-30,7481,6610000,Yes
VRE,2019-03-30,34600,4540000,Yes
ACB,2019-03-31,11474,5060000,Yes
BID,2019-03-31,27399,2080000,Yes
BVH,2019-03-31,95000,148060,Yes
CTG,2019-03-31,22450,4160000,Yes
FPT,2019-03-31,23720,779890,Yes
GAS,2019-03-31,98200,255710,Yes
GVR,2019-03-31,11622,449200,Yes
HDB,2019-03-31,11636,2970000,Yes
HPG,2019-03-31,11332,17890000,Yes
KDH,2019-03-31,18587,320450,Yes
MBB,2019-03-31,10738,5060000,Yes
MSN,2019-03-31,84300,756010,Yes
MWG,2019-03-31,27171,856650,Yes
NVL,2019-03-31,31042,1750000,Yes
PDR,2019-03-31,14918,2800000,Yes
PLX,2019-03-31,59400,1260000,Yes
POW,2019-03-31,15150,696560,Yes
SAB,2019-03-31,249700,122590,Yes
SSI,2019-03-31,14176,2400000,Yes
STB,2019-03-31,12200,3430000,Yes
TCB,2019-03-31,25600,1660000,Yes
TPB,2019-03-31,12883,829370,Yes
VCB,2019-03-31,51682,865190,Yes
VHM,2019-03-31,68797,1370000,Yes
VIB,2019-03-31,12592,749840,Yes
VIC,2019-03-31,115900,1100000,Yes
VJC,2019-03-31,116500,944370,Yes
VNM,2019-03-31,105489,1630000,Yes
VPB,2019-03-31,7481,6610000,Yes
VRE,2019-03-31,34600,4540000,Yes
ACB,2019-04-01,11474,1990000,No
BID,2019-04-01,27169,1140000,No
BVH,2019-04-01,95000,75410,No
CTG,2019-04-01,22250,2770000,No
FPT,2019-04-01,23876,571720,No
GAS,2019-04-01,100700,433760,No
GVR,2019-04-01,11425,513850,No
HDB,2019-04-01,11461,2830000,No
HPG,2019-04-01,11244,10050000,No
KDH,2019-04-01,18763,329670,No
MBB,2019-04-01,10738,3610000,No
MSN,2019-04-01,88000,515710,No
MWG,2019-04-01,26946,1450000,No
NVL,2019-04-01,30875,1350000,No
PDR,2019-04-01,15075,2280000,No
PLX,2019-04-01,61000,1200000,No
POW,2019-04-01,15300,1400000,No
SAB,2019-04-01,249700,23050,No
SSI,2019-04-01,14437,1710000,No
STB,2019-04-01,12400,1690000,No
TCB,2019-04-01,25550,1210000,No
TPB,2019-04-01,13701,1310000,No
VCB,2019-04-01,52066,872860,No
VHM,2019-04-01,69473,434820,No
VIB,2019-04-01,12725,661620,No
VIC,2019-04-01,116500,828430,No
VJC,2019-04-01,114700,959500,No
VNM,2019-04-01,108463,956060,No
VPB,2019-04-01,7500,4120000,No
VRE,2019-04-01,36100,3530000,No
ACB,2019-04-02,11474,3130000,No
BID,2019-04-02,26633,1830000,No
BVH,2019-04-02,94300,71220,No
CTG,2019-04-02,22000,2530000,No
FPT,2019-04-02,23981,2360000,No
GAS,2019-04-02,101000,563160,No
GVR,2019-04-02,11721,359420,No
HDB,2019-04-02,11170,3920000,No
HPG,2019-04-02,11297,4920000,No
KDH,2019-04-02,18880,970310,No
MBB,2019-04-02,10762,6360000,No
MSN,2019-04-02,88100,393200,No
MWG,2019-04-02,26946,862980,No
NVL,2019-04-02,31042,836270,No
PDR,2019-04-02,14918,1660000,No
PLX,2019-04-02,60300,655270,No
POW,2019-04-02,15300,2100000,No
SAB,2019-04-02,246000,21890,No
SSI,2019-04-02,14437,1040000,No
STB,2019-04-02,12200,1830000,No
TCB,2019-04-02,25500,1200000,No
TPB,2019-04-02,13489,1200000,No
VCB,2019-04-02,51835,710690,No
VHM,2019-04-02,69323,467600,No
VIB,2019-04-02,12725,647730,No
VIC,2019-04-02,116300,1040000,No
VJC,2019-04-02,114700,504360,No
VNM,2019-04-02,108776,1480000,No
VPB,2019-04-02,7463,4560000,No
VRE,2019-04-02,36000,3250000,No
ACB,2019-04-03,11398,3680000,No
BID,2019-04-03,27322,2380000,No
BVH,2019-04-03,93000,109810,No
CTG,2019-04-03,21800,5020000,No
FPT,2019-04-03,24606,1810000,No
GAS,2019-04-03,101500,451150,No
GVR,2019-04-03,11622,136110,No
HDB,2019-04-03,10957,2940000,No
HPG,2019-04-03,11297,10340000,No
KDH,2019-04-03,18704,213620,No
MBB,2019-04-03,10786,6720000,No
MSN,2019-04-03,87700,303680,No
MWG,2019-04-03,26850,706620,No
NVL,2019-04-03,31264,755790,No
PDR,2019-04-03,15075,2520000,No
PLX,2019-04-03,60800,829910,No
POW,2019-04-03,15300,587910,No
SAB,2019-04-03,246900,1200,No
SSI,2019-04-03,14254,853600,No
STB,2019-04-03,12250,1430000,No
TCB,2019-04-03,25450,883080,No
TPB,2019-04-03,13701,1970000,No
VCB,2019-04-03,51605,568650,No
VHM,2019-04-03,69173,365750,No
VIB,2019-04-03,12725,387890,No
VIC,2019-04-03,114900,464270,No
VJC,2019-04-03,113900,761320,No
VNM,2019-04-03,108385,820760,No
VPB,2019-04-03,7389,8990000,No
VRE,2019-04-03,35500,2600000,No
ACB,2019-04-04,11436,2880000,No
BID,2019-04-04,27016,1330000,No
BVH,2019-04-04,94000,48150,No
CTG,2019-04-04,22000,2029999,No
FPT,2019-04-04,24919,3000000,No
GAS,2019-04-04,101300,379650,No
GVR,2019-04-04,12115,706800,No
HDB,2019-04-04,11326,4160000,No
HPG,2019-04-04,11402,7570000,No
KDH,2019-04-04,18733,224000,No
MBB,2019-04-04,10858,6510000,No
MSN,2019-04-04,87800,336280,No
MWG,2019-04-04,26754,952500,No
NVL,2019-04-04,31320,773680,No
PDR,2019-04-04,14918,1470000,No
PLX,2019-04-04,60800,608720,No
POW,2019-04-04,15250,1310000,No
SAB,2019-04-04,249800,38740,No
SSI,2019-04-04,14228,1220000,No
STB,2019-04-04,12300,1090000,No
TCB,2019-04-04,25450,1080000,No
TPB,2019-04-04,13792,1370000,No
VCB,2019-04-04,51989,1210000,No
VHM,2019-04-04,69173,636410,No
VIB,2019-04-04,12858,668320,No
VIC,2019-04-04,115100,383730,No
VJC,2019-04-04,113200,451040,No
VNM,2019-04-04,107993,563680,No
VPB,2019-04-04,7407,2750000,No
VRE,2019-04-04,35500,1860000,No
ACB,2019-04-05,11436,2029999,No
BID,2019-04-05,26825,927740,No
BVH,2019-04-05,93700,21140,No
CTG,2019-04-05,21900,2350000,No
FPT,2019-04-05,24919,1070000,No
GAS,2019-04-05,103800,845350,No
GVR,2019-04-05,12016,315110,No
HDB,2019-04-05,11345,3520000,No
HPG,2019-04-05,11438,5030000,No
KDH,2019-04-05,19114,591720,No
MBB,2019-04-05,10908,5850000,No
MSN,2019-04-05,88300,231110,No
MWG,2019-04-05,26946,1060000,No
NVL,2019-04-05,31654,545190,No
PDR,2019-04-05,14997,1630000,No
PLX,2019-04-05,61400,773290,No
POW,2019-04-05,15400,1650000,No
SAB,2019-04-05,248000,13040,No
SSI,2019-04-05,14333,1160000,No
STB,2019-04-05,12250,1140000,No
TCB,2019-04-05,25400,790380,No
TPB,2019-04-05,13762,1110000,No
VCB,2019-04-05,52296,609330,No
VHM,2019-04-05,69624,590540,No
VIB,2019-04-05,12858,308670,No
VIC,2019-04-05,115100,235790,No
VJC,2019-04-05,112800,522350,No
VNM,2019-04-05,106663,1220000,No
VPB,2019-04-05,7426,5120000,No
VRE,2019-04-05,35800,1470000,No
ACB,2019-04-06,11436,2029999,Yes
BID,2019-04-06,26825,927740,Yes
BVH,2019-04-06,93700,21140,Yes
CTG,2019-04-06,21900,2350000,Yes
FPT,2019-04-06,24919,1070000,Yes
GAS,2019-04-06,103800,845350,Yes
GVR,2019-04-06,12016,315110,Yes
HDB,2019-04-06,11345,3520000,Yes
HPG,2019-04-06,11438,5030000,Yes
KDH,2019-04-06,19114,591720,Yes
MBB,2019-04-06,10908,5850000,Yes
MSN,2019-04-06,88300,231110,Yes
MWG,2019-04-06,26946,1060000,Yes
NVL,2019-04-06,31654,545190,Yes
PDR,2019-04-06,14997,1630000,Yes
PLX,2019-04-06,61400,773290,Yes
POW,2019-04-06,15400,1650000,Yes
SAB,2019-04-06,248000,13040,Yes
SSI,2019-04-06,14333,1160000,Yes
STB,2019-04-06,12250,1140000,Yes
TCB,2019-04-06,25400,790380,Yes
TPB,2019-04-06,13762,1110000,Yes
VCB,2019-04-06,52296,609330,Yes
VHM,2019-04-06,69624,590540,Yes
VIB,2019-04-06,12858,308670,Yes
VIC,2019-04-06,115100,235790,Yes
VJC,2019-04-06,112800,522350,Yes
VNM,2019-04-06,106663,1220000,Yes
VPB,2019-04-06,7426,5120000,Yes
VRE,2019-04-06,35800,1470000,Yes
ACB,2019-04-07,11436,2029999,Yes
BID,2019-04-07,26825,927740,Yes
BVH,2019-04-07,93700,21140,Yes
CTG,2019-04-07,21900,2350000,Yes
FPT,2019-04-07,24919,1070000,Yes
GAS,2019-04-07,103800,845350,Yes
GVR,2019-04-07,12016,315110,Yes
HDB,2019-04-07,11345,3520000,Yes
HPG,2019-04-07,11438,5030000,Yes
KDH,2019-04-07,19114,591720,Yes
MBB,2019-04-07,10908,5850000,Yes
MSN,2019-04-07,88300,231110,Yes
MWG,2019-04-07,26946,1060000,Yes
NVL,2019-04-07,31654,545190,Yes
PDR,2019-04-07,14997,1630000,Yes
PLX,2019-04-07,61400,773290,Yes
POW,2019-04-07,15400,1650000,Yes
SAB,2019-04-07,248000,13040,Yes
SSI,2019-04-07,14333,1160000,Yes
STB,2019-04-07,12250,1140000,Yes
TCB,2019-04-07,25400,790380,Yes
TPB,2019-04-07,13762,1110000,Yes
VCB,2019-04-07,52296,609330,Yes
VHM,2019-04-07,69624,590540,Yes
VIB,2019-04-07,12858,308670,Yes
VIC,2019-04-07,115100,235790,Yes
VJC,2019-04-07,112800,522350,Yes
VNM,2019-04-07,106663,1220000,Yes
VPB,2019-04-07,7426,5120000,Yes
VRE,2019-04-07,35800,1470000,Yes
ACB,2019-04-08,11663,5870000,No
BID,2019-04-08,27169,1310000,No
BVH,2019-04-08,94100,67060,No
CTG,2019-04-08,22300,2620000,No
FPT,2019-04-08,24919,790210,No
GAS,2019-04-08,107000,886190,No
GVR,2019-04-08,11918,344400,No
HDB,2019-04-08,11209,2750000,No
HPG,2019-04-08,11402,3780000,No
KDH,2019-04-08,18880,341400,No
MBB,2019-04-08,11006,6790000,No
MSN,2019-04-08,88300,582440,No
MWG,2019-04-08,26914,559740,No
NVL,2019-04-08,31765,757280,No
PDR,2019-04-08,15494,3930000,No
PLX,2019-04-08,62600,1410000,No
POW,2019-04-08,15550,2360000,No
SAB,2019-04-08,249400,2390,No
SSI,2019-04-08,14489,1930000,No
STB,2019-04-08,12250,1880000,No
TCB,2019-04-08,25250,1690000,No
TPB,2019-04-08,13822,1490000,No
VCB,2019-04-08,53525,1430000,No
VHM,2019-04-08,71128,854520,No
VIB,2019-04-08,12924,641220,No
VIC,2019-04-08,115500,435190,No
VJC,2019-04-08,109538,621740,No
VNM,2019-04-08,107367,655430,No
VPB,2019-04-08,7351,4480000,No
VRE,2019-04-08,35800,1170000,No
ACB,2019-04-09,11550,4760000,No
BID,2019-04-09,27361,2620000,No
BVH,2019-04-09,95000,141630,No
CTG,2019-04-09,22150,3890000,No
FPT,2019-04-09,24658,1770000,No
GAS,2019-04-09,105000,705700,No
GVR,2019-04-09,11622,577980,No
HDB,2019-04-09,11151,4850000,No
HPG,2019-04-09,11297,7900000,No
KDH,2019-04-09,18469,747320,No
MBB,2019-04-09,10957,6050000,No
MSN,2019-04-09,87500,280380,No
MWG,2019-04-09,26818,827910,No
NVL,2019-04-09,31487,610470,No
PDR,2019-04-09,15180,1700000,No
PLX,2019-04-09,61800,1640000,No
POW,2019-04-09,15250,999160,No
SAB,2019-04-09,245100,22770,No
SSI,2019-04-09,14593,3250000,No
STB,2019-04-09,12250,2720000,No
TCB,2019-04-09,25350,1530000,No
TPB,2019-04-09,13701,2640000,No
VCB,2019-04-09,53601,968710,No
VHM,2019-04-09,70526,1270000,No
VIB,2019-04-09,12858,747100,No
VIC,2019-04-09,113000,1160000,No
VJC,2019-04-09,111521,1600000,No
VNM,2019-04-09,105959,1380000,No
VPB,2019-04-09,7389,5590000,No
VRE,2019-04-09,34600,3130000,No
ACB,2019-04-10,11436,2290000,No
BID,2019-04-10,26940,657170,No
BVH,2019-04-10,94500,36060,No
CTG,2019-04-10,21900,2240000,No
FPT,2019-04-10,24450,1280000,No
GAS,2019-04-10,105200,467860,No
GVR,2019-04-10,11524,602900,No
HDB,2019-04-10,10899,4420000,No
HPG,2019-04-10,11244,6040000,No
KDH,2019-04-10,18352,843960,No
MBB,2019-04-10,10809,4810000,No
MSN,2019-04-10,86700,292050,No
MWG,2019-04-10,26530,1210000,No
NVL,2019-04-10,31487,675760,No
PDR,2019-04-10,15023,1170000,No
PLX,2019-04-10,61000,830410,No
POW,2019-04-10,15050,1390000,No
SAB,2019-04-10,247000,39630,No
SSI,2019-04-10,14307,1380000,No
STB,2019-04-10,12100,1970000,No
TCB,2019-04-10,25100,1490000,No
TPB,2019-04-10,13428,1100000,No
VCB,2019-04-10,52910,917480,No
VHM,2019-04-10,69549,426920,No
VIB,2019-04-10,12791,330620,No
VIC,2019-04-10,111800,696000,No
VJC,2019-04-10,111917,1000000,No
VNM,2019-04-10,105881,1050000,No
VPB,2019-04-10,7351,6430000,No
VRE,2019-04-10,35000,2630000,No
ACB,2019-04-11,11474,2390000,No
BID,2019-04-11,26901,809910,No
BVH,2019-04-11,93900,46900,No
CTG,2019-04-11,21950,2060000,No
FPT,2019-04-11,24502,628300,No
GAS,2019-04-11,105000,281390,No
GVR,2019-04-11,11228,261100,No
HDB,2019-04-11,10841,2720000,No
HPG,2019-04-11,11244,4150000,No
KDH,2019-04-11,18206,823940,No
MBB,2019-04-11,10834,2850000,No
MSN,2019-04-11,87700,188220,No
MWG,2019-04-11,26434,667740,No
NVL,2019-04-11,31543,632060,No
PDR,2019-04-11,15101,1620000,No
PLX,2019-04-11,60800,607620,No
POW,2019-04-11,15050,681090,No
SAB,2019-04-11,247500,32940,No
SSI,2019-04-11,14202,1090000,No
STB,2019-04-11,12050,788760,No
TCB,2019-04-11,25100,837020,No
TPB,2019-04-11,13641,1430000,No
VCB,2019-04-11,52603,516890,No
VHM,2019-04-11,70300,303370,No
VIB,2019-04-11,12791,173830,No
VIC,2019-04-11,115000,350810,No
VJC,2019-04-11,112909,1110000,No
VNM,2019-04-11,106115,460620,No
VPB,2019-04-11,7277,2430000,No
VRE,2019-04-11,34800,650930,No
ACB,2019-04-12,11436,2780000,No
BID,2019-04-12,26595,1120000,No
BVH,2019-04-12,92300,115230,No
CTG,2019-04-12,21850,1540000,No
FPT,2019-04-12,25128,1530000,No
GAS,2019-04-12,106500,393550,No
GVR,2019-04-12,11130,384750,No
HDB,2019-04-12,10744,3690000,No
HPG,2019-04-12,11279,4320000,No
KDH,2019-04-12,18704,216580,No
MBB,2019-04-12,10784,2160000,No
MSN,2019-04-12,87800,95630,No
MWG,2019-04-12,26434,1050000,No
NVL,2019-04-12,31153,822620,No
PDR,2019-04-12,15180,2020000,No
PLX,2019-04-12,61000,424050,No
POW,2019-04-12,15150,600920,No
SAB,2019-04-12,244200,5890,No
SSI,2019-04-12,14072,1390000,No
STB,2019-04-12,12100,1540000,No
TCB,2019-04-12,24900,1320000,No
TPB,2019-04-12,13610,337440,No
VCB,2019-04-12,52219,453490,No
VHM,2019-04-12,70150,389470,No
VIB,2019-04-12,12725,145580,No
VIC,2019-04-12,113200,551990,No
VJC,2019-04-12,112215,876490,No
VNM,2019-04-12,106194,821420,No
VPB,2019-04-12,7203,4690000,No
VRE,2019-04-12,34950,1030000,No
ACB,2019-04-13,11436,2780000,Yes
BID,2019-04-13,26595,1120000,Yes
BVH,2019-04-13,92300,115230,Yes
CTG,2019-04-13,21850,1540000,Yes
FPT,2019-04-13,25128,1530000,Yes
GAS,2019-04-13,106500,393550,Yes
GVR,2019-04-13,11130,384750,Yes
HDB,2019-04-13,10744,3690000,Yes
HPG,2019-04-13,11279,4320000,Yes
KDH,2019-04-13,18704,216580,Yes
MBB,2019-04-13,10784,2160000,Yes
MSN,2019-04-13,87800,95630,Yes
MWG,2019-04-13,26434,1050000,Yes
NVL,2019-04-13,31153,822620,Yes
PDR,2019-04-13,15180,2020000,Yes
PLX,2019-04-13,61000,424050,Yes
POW,2019-04-13,15150,600920,Yes
SAB,2019-04-13,244200,5890,Yes
SSI,2019-04-13,14072,1390000,Yes
STB,2019-04-13,12100,1540000,Yes
TCB,2019-04-13,24900,1320000,Yes
TPB,2019-04-13,13610,337440,Yes
VCB,2019-04-13,52219,453490,Yes
VHM,2019-04-13,70150,389470,Yes
VIB,2019-04-13,12725,145580,Yes
VIC,2019-04-13,113200,551990,Yes
VJC,2019-04-13,112215,876490,Yes
VNM,2019-04-13,106194,821420,Yes
VPB,2019-04-13,7203,4690000,Yes
VRE,2019-04-13,34950,1030000,Yes
ACB,2019-04-14,11436,2780000,Yes
BID,2019-04-14,26595,1120000,Yes
BVH,2019-04-14,92300,115230,Yes
CTG,2019-04-14,21850,1540000,Yes
FPT,2019-04-14,25128,1530000,Yes
GAS,2019-04-14,106500,393550,Yes
GVR,2019-04-14,11130,384750,Yes
HDB,2019-04-14,10744,3690000,Yes
HPG,2019-04-14,11279,4320000,Yes
KDH,2019-04-14,18704,216580,Yes
MBB,2019-04-14,10784,2160000,Yes
MSN,2019-04-14,87800,95630,Yes
MWG,2019-04-14,26434,1050000,Yes
NVL,2019-04-14,31153,822620,Yes
PDR,2019-04-14,15180,2020000,Yes
PLX,2019-04-14,61000,424050,Yes
POW,2019-04-14,15150,600920,Yes
SAB,2019-04-14,244200,5890,Yes
SSI,2019-04-14,14072,1390000,Yes
STB,2019-04-14,12100,1540000,Yes
TCB,2019-04-14,24900,1320000,Yes
TPB,2019-04-14,13610,337440,Yes
VCB,2019-04-14,52219,453490,Yes
VHM,2019-04-14,70150,389470,Yes
VIB,2019-04-14,12725,145580,Yes
VIC,2019-04-14,113200,551990,Yes
VJC,2019-04-14,112215,876490,Yes
VNM,2019-04-14,106194,821420,Yes
VPB,2019-04-14,7203,4690000,Yes
VRE,2019-04-14,34950,1030000,Yes
ACB,2019-04-15,11436,2780000,Yes
BID,2019-04-15,26595,1120000,Yes
BVH,2019-04-15,92300,115230,Yes
CTG,2019-04-15,21850,1540000,Yes
FPT,2019-04-15,25128,1530000,Yes
GAS,2019-04-15,106500,393550,Yes
GVR,2019-04-15,11130,384750,Yes
